,date,location,total_vaccinations,people_fully_vaccinated
3170,3/17/21,Oklahoma,1519597,533659
3219,3/18/21,Oklahoma,1551665,541818
3268,3/19/21,Oklahoma,1585046,550979
3317,3/20/21,Oklahoma,1616226,560727
3366,3/21/21,Oklahoma,1652639,575499
3415,3/22/21,Oklahoma,1674556,586559
3464,3/23/21,Oklahoma,1682725,590024
3513,3/24/21,Oklahoma,1717541,600632
3562,3/25/21,Oklahoma,1753658,619062
3611,3/26/21,Oklahoma,1790349,634602
3660,3/27/21,Oklahoma,1827618,652623
3709,3/28/21,Oklahoma,1869610,675816
3758,3/29/21,Oklahoma,1888004,685348
3807,3/30/21,Oklahoma,1895546,688345
3856,3/31/21,Oklahoma,1930169,704689
35,1/12/21,Oregon,104610,4813
84,1/13/21,Oregon,115075,7014
133,1/14/21,Oregon,129796,
182,1/15/21,Oregon,146153,12795
231,1/16/21,Oregon,,
280,1/17/21,Oregon,,
329,1/18/21,Oregon,,
378,1/19/21,Oregon,216928,23866
427,1/20/21,Oregon,216928,23866
476,1/21/21,Oregon,216928,23866
525,1/22/21,Oregon,253705,34536
574,1/23/21,Oregon,270463,37983
623,1/24/21,Oregon,285922,40348
672,1/25/21,Oregon,300676,42426
721,1/26/21,Oregon,308066,43942
770,1/27/21,Oregon,325488,48261
819,1/28/21,Oregon,340383,53662
868,1/29/21,Oregon,359391,58664
917,1/30/21,Oregon,382392,66188
966,1/31/21,Oregon,407890,74927
1015,2/1/21,Oregon,423627,79522
1064,2/2/21,Oregon,438302,83898
1113,2/3/21,Oregon,454269,91240
1162,2/4/21,Oregon,471983,100414
1211,2/5/21,Oregon,487153,107146
1260,2/6/21,Oregon,509875,118378
1309,2/7/21,Oregon,532746,130687
1358,2/8/21,Oregon,554440,139700
1407,2/9/21,Oregon,572695,145517
1456,2/10/21,Oregon,589035,152361
1505,2/11/21,Oregon,589035,152361
1554,2/12/21,Oregon,589035,152361
1603,2/13/21,Oregon,650929,181841
1652,2/14/21,Oregon,671315,193105
1701,2/15/21,Oregon,,
1750,2/16/21,Oregon,685214,199679
1799,2/17/21,Oregon,692781,202959
1848,2/18/21,Oregon,708570,209930
1897,2/19/21,Oregon,767637,234021
1946,2/20/21,Oregon,794779,249241
1995,2/21/21,Oregon,821720,265789
2044,2/22/21,Oregon,844210,277357
2093,2/23/21,Oregon,864960,289506
2142,2/24/21,Oregon,865750,289751
2191,2/25/21,Oregon,889531,302615
2240,2/26/21,Oregon,927860,322835
2289,2/27/21,Oregon,960674,335419
2338,2/28/21,Oregon,994403,352906
2387,3/1/21,Oregon,1024055,364170
2436,3/2/21,Oregon,1038342,369954
2485,3/3/21,Oregon,1050060,374752
2534,3/4/21,Oregon,1073041,385738
2583,3/5/21,Oregon,1097974,397904
2632,3/6/21,Oregon,1137864,409610
2681,3/7/21,Oregon,1172840,420302
2730,3/8/21,Oregon,1199682,431930
2779,3/9/21,Oregon,1221981,440717
2828,3/10/21,Oregon,1238835,447042
2877,3/11/21,Oregon,1239800,448006
2926,3/12/21,Oregon,1271685,461440
2975,3/13/21,Oregon,1334042,486303
3024,3/14/21,Oregon,1366471,498278
3073,3/15/21,Oregon,1387803,508427
3122,3/16/21,Oregon,1412282,518520
3171,3/17/21,Oregon,1414113,519950
3220,3/18/21,Oregon,1433105,529551
3269,3/19/21,Oregon,1483419,548689
3318,3/20/21,Oregon,1523965,565879
3367,3/21/21,Oregon,1560983,578990
3416,3/22/21,Oregon,1584449,589589
3465,3/23/21,Oregon,1606844,600466
3514,3/24/21,Oregon,1626721,608702
3563,3/25/21,Oregon,1657083,618399
3612,3/26/21,Oregon,1694736,629470
3661,3/27/21,Oregon,1737553,648511
3710,3/28/21,Oregon,1772914,665111
3759,3/29/21,Oregon,1802561,679516
3808,3/30/21,Oregon,1821492,687942
3857,3/31/21,Oregon,1854126,703262
36,1/12/21,Pennsylvania,341948,10591
85,1/13/21,Pennsylvania,379944,18051
134,1/14/21,Pennsylvania,410414,
183,1/15/21,Pennsylvania,448151,66941
232,1/16/21,Pennsylvania,,
281,1/17/21,Pennsylvania,,
330,1/18/21,Pennsylvania,,
379,1/19/21,Pennsylvania,544416,79526
428,1/20/21,Pennsylvania,568660,85290
477,1/21/21,Pennsylvania,605428,96395
526,1/22/21,Pennsylvania,652886,112692
575,1/23/21,Pennsylvania,695870,122849
624,1/24/21,Pennsylvania,744591,131908
673,1/25/21,Pennsylvania,776799,135939
722,1/26/21,Pennsylvania,800354,141304
771,1/27/21,Pennsylvania,851980,156798
820,1/28/21,Pennsylvania,856371,159259
869,1/29/21,Pennsylvania,972742,193432
918,1/30/21,Pennsylvania,1032426,209964
967,1/31/21,Pennsylvania,1088172,223489
1016,2/1/21,Pennsylvania,1134185,231261
1065,2/2/21,Pennsylvania,1155945,236995
1114,2/3/21,Pennsylvania,1158091,237876
1163,2/4/21,Pennsylvania,1218735,257255
1212,2/5/21,Pennsylvania,1271529,275444
1261,2/6/21,Pennsylvania,1338491,298741
1310,2/7/21,Pennsylvania,1407839,321336
1359,2/8/21,Pennsylvania,1441358,328907
1408,2/9/21,Pennsylvania,1478180,340234
1457,2/10/21,Pennsylvania,1538058,356869
1506,2/11/21,Pennsylvania,1594474,373882
1555,2/12/21,Pennsylvania,1668862,399610
1604,2/13/21,Pennsylvania,1678229,403898
1653,2/14/21,Pennsylvania,1822327,453485
1702,2/15/21,Pennsylvania,,
1751,2/16/21,Pennsylvania,1832629,457037
1800,2/17/21,Pennsylvania,1950185,498866
1849,2/18/21,Pennsylvania,2002786,518285
1898,2/19/21,Pennsylvania,2184973,577183
1947,2/20/21,Pennsylvania,2231800,596337
1996,2/21/21,Pennsylvania,2306828,631998
2045,2/22/21,Pennsylvania,2358058,654674
2094,2/23/21,Pennsylvania,2381079,667307
2143,2/24/21,Pennsylvania,2425429,689403
2192,2/25/21,Pennsylvania,2489919,718962
2241,2/26/21,Pennsylvania,2562627,752848
2290,2/27/21,Pennsylvania,2676006,800575
2339,2/28/21,Pennsylvania,2751844,833444
2388,3/1/21,Pennsylvania,2835338,871814
2437,3/2/21,Pennsylvania,2886451,888877
2486,3/3/21,Pennsylvania,2948581,915065
2535,3/4/21,Pennsylvania,3036398,950079
2584,3/5/21,Pennsylvania,3169691,988025
2633,3/6/21,Pennsylvania,3298800,1033492
2682,3/7/21,Pennsylvania,3319263,1038966
2731,3/8/21,Pennsylvania,3335592,1043146
2780,3/9/21,Pennsylvania,3524263,1117905
2829,3/10/21,Pennsylvania,3638014,1161950
2878,3/11/21,Pennsylvania,3737143,1203908
2927,3/12/21,Pennsylvania,3759104,1211482
2976,3/13/21,Pennsylvania,4093668,1341625
3025,3/14/21,Pennsylvania,4191298,1378528
3074,3/15/21,Pennsylvania,4283453,1422010
3123,3/16/21,Pennsylvania,4340831,1442681
3172,3/17/21,Pennsylvania,4491125,1538429
3221,3/18/21,Pennsylvania,4591687,1580677
3270,3/19/21,Pennsylvania,4612975,1587925
3319,3/20/21,Pennsylvania,4637450,1596830
3368,3/21/21,Pennsylvania,4639971,1599223
3417,3/22/21,Pennsylvania,4748613,1639030
3466,3/23/21,Pennsylvania,5150999,1782548
3515,3/24/21,Pennsylvania,5290020,1828033
3564,3/25/21,Pennsylvania,5325139,1843196
3613,3/26/21,Pennsylvania,5516639,1899063
3662,3/27/21,Pennsylvania,5670930,1954462
3711,3/28/21,Pennsylvania,5795550,2007637
3760,3/29/21,Pennsylvania,5893502,2055405
3809,3/30/21,Pennsylvania,5947782,2084919
3858,3/31/21,Pennsylvania,6056762,2128284
37,1/12/21,Rhode Island,39568,4141
86,1/13/21,Rhode Island,42028,5490
135,1/14/21,Rhode Island,44871,
184,1/15/21,Rhode Island,47548,8156
233,1/16/21,Rhode Island,,
282,1/17/21,Rhode Island,,
331,1/18/21,Rhode Island,,
380,1/19/21,Rhode Island,54081,9902
429,1/20/21,Rhode Island,56617,10696
478,1/21/21,Rhode Island,59014,11136
527,1/22/21,Rhode Island,61974,12023
576,1/23/21,Rhode Island,63249,12580
625,1/24/21,Rhode Island,67566,13260
674,1/25/21,Rhode Island,70419,13649
723,1/26/21,Rhode Island,72264,14148
772,1/27/21,Rhode Island,76284,16410
821,1/28/21,Rhode Island,80138,18562
870,1/29/21,Rhode Island,83607,20321
919,1/30/21,Rhode Island,88094,22401
968,1/31/21,Rhode Island,91177,23408
1017,2/1/21,Rhode Island,94240,25435
1066,2/2/21,Rhode Island,99541,26027
1115,2/3/21,Rhode Island,101474,26973
1164,2/4/21,Rhode Island,103876,27884
1213,2/5/21,Rhode Island,106949,28979
1262,2/6/21,Rhode Island,111830,30711
1311,2/7/21,Rhode Island,117067,33699
1360,2/8/21,Rhode Island,120484,35402
1409,2/9/21,Rhode Island,122079,35770
1458,2/10/21,Rhode Island,124962,37051
1507,2/11/21,Rhode Island,127931,38158
1556,2/12/21,Rhode Island,131913,40051
1605,2/13/21,Rhode Island,136904,41591
1654,2/14/21,Rhode Island,141155,43717
1703,2/15/21,Rhode Island,,
1752,2/16/21,Rhode Island,147019,46511
1801,2/17/21,Rhode Island,151436,48089
1850,2/18/21,Rhode Island,159931,51711
1899,2/19/21,Rhode Island,181725,57064
1948,2/20/21,Rhode Island,190896,59553
1997,2/21/21,Rhode Island,198626,61609
2046,2/22/21,Rhode Island,206034,62287
2095,2/23/21,Rhode Island,211660,63455
2144,2/24/21,Rhode Island,218499,64774
2193,2/25/21,Rhode Island,226694,66168
2242,2/26/21,Rhode Island,234889,67700
2291,2/27/21,Rhode Island,245606,69910
2340,2/28/21,Rhode Island,256755,73919
2389,3/1/21,Rhode Island,269512,77763
2438,3/2/21,Rhode Island,275799,79532
2487,3/3/21,Rhode Island,282767,81394
2536,3/4/21,Rhode Island,290963,82946
2585,3/5/21,Rhode Island,300529,85952
2634,3/6/21,Rhode Island,310283,88932
2683,3/7/21,Rhode Island,319369,91305
2732,3/8/21,Rhode Island,326730,93178
2781,3/9/21,Rhode Island,333607,94332
2830,3/10/21,Rhode Island,340997,97198
2879,3/11/21,Rhode Island,350979,101364
2928,3/12/21,Rhode Island,359501,104330
2977,3/13/21,Rhode Island,367414,108252
3026,3/14/21,Rhode Island,374193,111247
3075,3/15/21,Rhode Island,388420,117146
3124,3/16/21,Rhode Island,396843,119774
3173,3/17/21,Rhode Island,403044,123688
3222,3/18/21,Rhode Island,411715,128504
3271,3/19/21,Rhode Island,425397,138714
3320,3/20/21,Rhode Island,440476,148748
3369,3/21/21,Rhode Island,454586,157270
3418,3/22/21,Rhode Island,469205,167542
3467,3/23/21,Rhode Island,480045,175119
3516,3/24/21,Rhode Island,488045,180299
3565,3/25/21,Rhode Island,497475,186246
3614,3/26/21,Rhode Island,507094,192575
3663,3/27/21,Rhode Island,515234,198769
3712,3/28/21,Rhode Island,526086,205007
3761,3/29/21,Rhode Island,538434,212922
3810,3/30/21,Rhode Island,552753,218881
3859,3/31/21,Rhode Island,559186,221888
38,1/12/21,South Carolina,81075,3954
87,1/13/21,South Carolina,99887,12213
136,1/14/21,South Carolina,115855,
185,1/15/21,South Carolina,121836,19477
234,1/16/21,South Carolina,,
283,1/17/21,South Carolina,,
332,1/18/21,South Carolina,,
381,1/19/21,South Carolina,187175,30243
430,1/20/21,South Carolina,192608,30679
479,1/21/21,South Carolina,209631,34277
528,1/22/21,South Carolina,229002,38183
577,1/23/21,South Carolina,249155,40812
626,1/24/21,South Carolina,278795,43810
675,1/25/21,South Carolina,307348,47563
724,1/26/21,South Carolina,317211,48157
773,1/27/21,South Carolina,326985,49869
822,1/28/21,South Carolina,359949,55183
871,1/29/21,South Carolina,385158,60974
920,1/30/21,South Carolina,407860,66286
969,1/31/21,South Carolina,439541,74459
1018,2/1/21,South Carolina,462751,80038
1067,2/2/21,South Carolina,470696,81203
1116,2/3/21,South Carolina,479202,84010
1165,2/4/21,South Carolina,497433,89983
1214,2/5/21,South Carolina,518892,96485
1263,2/6/21,South Carolina,542879,103432
1312,2/7/21,South Carolina,568917,113169
1361,2/8/21,South Carolina,585692,119206
1410,2/9/21,South Carolina,585692,119206
1459,2/10/21,South Carolina,608062,126831
1508,2/11/21,South Carolina,628496,133648
1557,2/12/21,South Carolina,649375,140806
1606,2/13/21,South Carolina,674843,153014
1655,2/14/21,South Carolina,704186,167699
1704,2/15/21,South Carolina,,
1753,2/16/21,South Carolina,738476,183497
1802,2/17/21,South Carolina,755422,190900
1851,2/18/21,South Carolina,778113,201703
1900,2/19/21,South Carolina,848054,222887
1949,2/20/21,South Carolina,879776,237292
1998,2/21/21,South Carolina,910669,254826
2047,2/22/21,South Carolina,932588,272452
2096,2/23/21,South Carolina,941136,276492
2145,2/24/21,South Carolina,973703,286518
2194,2/25/21,South Carolina,997874,300144
2243,2/26/21,South Carolina,1025316,313285
2292,2/27/21,South Carolina,1057969,330330
2341,2/28/21,South Carolina,1086550,345618
2390,3/1/21,South Carolina,1116811,357296
2439,3/2/21,South Carolina,1123049,359783
2488,3/3/21,South Carolina,1150199,377722
2537,3/4/21,South Carolina,1202753,412007
2586,3/5/21,South Carolina,1232377,425519
2635,3/6/21,South Carolina,1284575,454186
2684,3/7/21,South Carolina,1347330,488020
2733,3/8/21,South Carolina,1380510,499288
2782,3/9/21,South Carolina,1397362,505570
2831,3/10/21,South Carolina,1423016,516180
2880,3/11/21,South Carolina,1461672,531345
2929,3/12/21,South Carolina,1493376,545192
2978,3/13/21,South Carolina,1583500,574452
3027,3/14/21,South Carolina,1583500,574646
3076,3/15/21,South Carolina,1618854,586073
3125,3/16/21,South Carolina,1627125,589423
3174,3/17/21,South Carolina,1649023,597686
3223,3/18/21,South Carolina,1686210,609393
3272,3/19/21,South Carolina,1723604,621862
3321,3/20/21,South Carolina,1745511,630289
3370,3/21/21,South Carolina,1793297,643124
3419,3/22/21,South Carolina,1834965,656563
3468,3/23/21,South Carolina,1848117,659949
3517,3/24/21,South Carolina,1889498,673354
3566,3/25/21,South Carolina,1926363,686118
3615,3/26/21,South Carolina,1969766,699614
3664,3/27/21,South Carolina,2017582,718292
3713,3/28/21,South Carolina,2066478,738219
3762,3/29/21,South Carolina,2109171,756487
3811,3/30/21,South Carolina,2124443,762621
3860,3/31/21,South Carolina,2150462,774353
39,1/12/21,South Dakota,48698,7374
88,1/13/21,South Dakota,50712,7921
137,1/14/21,South Dakota,54284,
186,1/15/21,South Dakota,57103,9666
235,1/16/21,South Dakota,,
284,1/17/21,South Dakota,,
333,1/18/21,South Dakota,,
382,1/19/21,South Dakota,61113,9777
431,1/20/21,South Dakota,62518,9922
480,1/21/21,South Dakota,65377,10796
529,1/22/21,South Dakota,70643,13831
578,1/23/21,South Dakota,77200,16164
627,1/24/21,South Dakota,80441,17293
676,1/25/21,South Dakota,82512,18504
725,1/26/21,South Dakota,82823,18753
774,1/27/21,South Dakota,86986,21895
823,1/28/21,South Dakota,91776,24543
872,1/29/21,South Dakota,97231,26665
921,1/30/21,South Dakota,102847,28547
970,1/31/21,South Dakota,105961,29362
1019,2/1/21,South Dakota,107685,30557
1068,2/2/21,South Dakota,108004,30803
1117,2/3/21,South Dakota,110967,31863
1166,2/4/21,South Dakota,115676,33898
1215,2/5/21,South Dakota,121593,35590
1264,2/6/21,South Dakota,127592,38626
1313,2/7/21,South Dakota,131439,39756
1362,2/8/21,South Dakota,133068,40368
1411,2/9/21,South Dakota,133231,40466
1460,2/10/21,South Dakota,136438,41607
1509,2/11/21,South Dakota,141733,43827
1558,2/12/21,South Dakota,148670,45505
1607,2/13/21,South Dakota,155026,48674
1656,2/14/21,South Dakota,160223,50247
1705,2/15/21,South Dakota,,
1754,2/16/21,South Dakota,162885,51631
1803,2/17/21,South Dakota,165865,52337
1852,2/18/21,South Dakota,171175,54611
1901,2/19/21,South Dakota,218198,69083
1950,2/20/21,South Dakota,225848,73029
1999,2/21/21,South Dakota,232725,75719
2048,2/22/21,South Dakota,235964,77002
2097,2/23/21,South Dakota,237230,77602
2146,2/24/21,South Dakota,242710,79453
2195,2/25/21,South Dakota,250216,82296
2244,2/26/21,South Dakota,259553,86836
2293,2/27/21,South Dakota,269289,90204
2342,2/28/21,South Dakota,278285,93922
2391,3/1/21,South Dakota,282075,95432
2440,3/2/21,South Dakota,282575,95545
2489,3/3/21,South Dakota,287657,97334
2538,3/4/21,South Dakota,294765,100474
2587,3/5/21,South Dakota,304382,105267
2636,3/6/21,South Dakota,314577,108295
2685,3/7/21,South Dakota,322959,111664
2734,3/8/21,South Dakota,326272,113754
2783,3/9/21,South Dakota,326763,113842
2832,3/10/21,South Dakota,332059,116073
2881,3/11/21,South Dakota,339564,119696
2930,3/12/21,South Dakota,349016,125023
2979,3/13/21,South Dakota,360667,130331
3028,3/14/21,South Dakota,373065,134683
3077,3/15/21,South Dakota,378505,138196
3126,3/16/21,South Dakota,379911,138707
3175,3/17/21,South Dakota,384987,141180
3224,3/18/21,South Dakota,392994,145825
3273,3/19/21,South Dakota,403411,152321
3322,3/20/21,South Dakota,414458,158075
3371,3/21/21,South Dakota,424806,163402
3420,3/22/21,South Dakota,428076,165224
3469,3/23/21,South Dakota,429022,165441
3518,3/24/21,South Dakota,436290,168245
3567,3/25/21,South Dakota,445142,172622
3616,3/26/21,South Dakota,457075,177965
3665,3/27/21,South Dakota,471664,185598
3714,3/28/21,South Dakota,482516,191284
3763,3/29/21,South Dakota,488046,194048
3812,3/30/21,South Dakota,489525,194684
3861,3/31/21,South Dakota,496601,198087
40,1/12/21,Tennessee,251257,17914
89,1/13/21,Tennessee,264713,24026
138,1/14/21,Tennessee,264713,
187,1/15/21,Tennessee,303338,37800
236,1/16/21,Tennessee,,
285,1/17/21,Tennessee,,
334,1/18/21,Tennessee,,
383,1/19/21,Tennessee,351813,48867
432,1/20/21,Tennessee,358534,52051
481,1/21/21,Tennessee,375669,61743
530,1/22/21,Tennessee,401595,76162
579,1/23/21,Tennessee,424152,87376
628,1/24/21,Tennessee,452042,96619
677,1/25/21,Tennessee,462646,99842
726,1/26/21,Tennessee,467933,101657
775,1/27/21,Tennessee,487632,112362
824,1/28/21,Tennessee,510050,123116
873,1/29/21,Tennessee,545921,143592
922,1/30/21,Tennessee,574142,155936
971,1/31/21,Tennessee,609213,169166
1020,2/1/21,Tennessee,627911,178248
1069,2/2/21,Tennessee,631885,179546
1118,2/3/21,Tennessee,657819,192674
1167,2/4/21,Tennessee,684242,204419
1216,2/5/21,Tennessee,718487,215763
1265,2/6/21,Tennessee,752298,228198
1314,2/7/21,Tennessee,791023,244539
1363,2/8/21,Tennessee,805720,248911
1412,2/9/21,Tennessee,812079,250647
1461,2/10/21,Tennessee,839686,259283
1510,2/11/21,Tennessee,866352,267820
1559,2/12/21,Tennessee,901616,279980
1608,2/13/21,Tennessee,926787,288311
1657,2/14/21,Tennessee,967085,303722
1706,2/15/21,Tennessee,,
1755,2/16/21,Tennessee,992988,313510
1804,2/17/21,Tennessee,999517,314957
1853,2/18/21,Tennessee,1014351,318673
1902,2/19/21,Tennessee,1083579,339016
1951,2/20/21,Tennessee,1097826,344665
2000,2/21/21,Tennessee,1117120,355245
2049,2/22/21,Tennessee,1130834,356656
2098,2/23/21,Tennessee,1139836,361428
2147,2/24/21,Tennessee,1175995,380372
2196,2/25/21,Tennessee,1210159,396696
2245,2/26/21,Tennessee,1257333,416149
2294,2/27/21,Tennessee,1301529,435414
2343,2/28/21,Tennessee,1359382,458159
2392,3/1/21,Tennessee,1394659,468251
2441,3/2/21,Tennessee,1405604,470596
2490,3/3/21,Tennessee,1455498,487741
2539,3/4/21,Tennessee,1492576,501995
2588,3/5/21,Tennessee,1540428,523776
2637,3/6/21,Tennessee,1580755,538193
2686,3/7/21,Tennessee,1634598,564759
2735,3/8/21,Tennessee,1659254,573256
2784,3/9/21,Tennessee,1667642,575734
2833,3/10/21,Tennessee,1711512,591766
2882,3/11/21,Tennessee,1757433,607004
2931,3/12/21,Tennessee,1812050,623522
2980,3/13/21,Tennessee,1865861,639623
3029,3/14/21,Tennessee,1921346,659519
3078,3/15/21,Tennessee,1952377,670717
3127,3/16/21,Tennessee,1960657,674887
3176,3/17/21,Tennessee,2007555,687720
3225,3/18/21,Tennessee,2054500,702983
3274,3/19/21,Tennessee,2093850,716719
3323,3/20/21,Tennessee,2141857,732619
3372,3/21/21,Tennessee,2198555,752414
3421,3/22/21,Tennessee,2231739,768098
3470,3/23/21,Tennessee,2246032,774373
3519,3/24/21,Tennessee,2297569,793358
3568,3/25/21,Tennessee,2353612,815079
3617,3/26/21,Tennessee,2416556,837573
3666,3/27/21,Tennessee,2477807,862669
3715,3/28/21,Tennessee,2545370,897034
3764,3/29/21,Tennessee,2582046,912101
3813,3/30/21,Tennessee,2596336,917989
3862,3/31/21,Tennessee,2655309,942765
41,1/12/21,Texas,911461,101317
90,1/13/21,Texas,978042,115965
139,1/14/21,Texas,1043624,
188,1/15/21,Texas,1160242,155660
237,1/16/21,Texas,,
286,1/17/21,Texas,,
335,1/18/21,Texas,,
384,1/19/21,Texas,1403989,179801
433,1/20/21,Texas,1471746,187503
482,1/21/21,Texas,1544551,205538
531,1/22/21,Texas,1644781,230596
580,1/23/21,Texas,1727869,251815
629,1/24/21,Texas,1763299,259056
678,1/25/21,Texas,1804006,270118
727,1/26/21,Texas,1917896,301684
776,1/27/21,Texas,1974374,324212
825,1/28/21,Texas,2107005,373624
874,1/29/21,Texas,2219867,413844
923,1/30/21,Texas,2340658,452040
972,1/31/21,Texas,2408879,478812
1021,2/1/21,Texas,2496232,502794
1070,2/2/21,Texas,2496232,502794
1119,2/3/21,Texas,2652896,564433
1168,2/4/21,Texas,2805359,621991
1217,2/5/21,Texas,2930767,670782
1266,2/6/21,Texas,3107936,734386
1315,2/7/21,Texas,3246638,779857
1364,2/8/21,Texas,3322062,806885
1413,2/9/21,Texas,3436180,843836
1462,2/10/21,Texas,3568618,893767
1511,2/11/21,Texas,3708460,960517
1560,2/12/21,Texas,3873581,1036384
1609,2/13/21,Texas,4007986,1103754
1658,2/14/21,Texas,4133747,1159996
1707,2/15/21,Texas,,
1756,2/16/21,Texas,4256383,1215236
1805,2/17/21,Texas,4312301,1249085
1854,2/18/21,Texas,4333726,1259237
1903,2/19/21,Texas,4542622,1331268
1952,2/20/21,Texas,4614697,1367318
2001,2/21/21,Texas,4673868,1400924
2050,2/22/21,Texas,4711180,1434295
2099,2/23/21,Texas,4800286,1492293
2148,2/24/21,Texas,4923960,1563048
2197,2/25/21,Texas,5107257,1598951
2246,2/26/21,Texas,5273077,1682309
2295,2/27/21,Texas,5394961,1728456
2344,2/28/21,Texas,5566612,1804118
2393,3/1/21,Texas,5572496,1804118
2442,3/2/21,Texas,5956629,1984483
2491,3/3/21,Texas,6191550,2098647
2540,3/4/21,Texas,6379094,2174327
2589,3/5/21,Texas,6591175,2235145
2638,3/6/21,Texas,6829275,2316297
2687,3/7/21,Texas,6938167,2351296
2736,3/8/21,Texas,7071506,2392254
2785,3/9/21,Texas,7299866,2460920
2834,3/10/21,Texas,7529655,2538748
2883,3/11/21,Texas,7730664,2598847
2932,3/12/21,Texas,8005490,2691427
2981,3/13/21,Texas,8261238,2776633
3030,3/14/21,Texas,8421946,2827711
3079,3/15/21,Texas,8547673,2866512
3128,3/16/21,Texas,8660886,2897500
3177,3/17/21,Texas,8850377,2941437
3226,3/18/21,Texas,9055037,2986118
3275,3/19/21,Texas,9237352,3031660
3324,3/20/21,Texas,9428516,3084094
3373,3/21/21,Texas,9611867,3143362
3422,3/22/21,Texas,9734465,3191523
3471,3/23/21,Texas,9845182,3228903
3520,3/24/21,Texas,9841589,3235291
3569,3/25/21,Texas,10133617,3341681
3618,3/26/21,Texas,10420919,3446084
3667,3/27/21,Texas,10700661,3577806
3716,3/28/21,Texas,10941968,3684436
3765,3/29/21,Texas,11130215,3756181
3814,3/30/21,Texas,11357324,3863243
3863,3/31/21,Texas,11604088,3973093
42,1/12/21,Utah,95225,4608
91,1/13/21,Utah,104036,6021
140,1/14/21,Utah,115384,
189,1/15/21,Utah,128210,10534
238,1/16/21,Utah,,
287,1/17/21,Utah,,
336,1/18/21,Utah,,
385,1/19/21,Utah,163205,15367
434,1/20/21,Utah,181792,16272
483,1/21/21,Utah,189578,17275
532,1/22/21,Utah,202729,20697
581,1/23/21,Utah,202729,20697
630,1/24/21,Utah,202729,20697
679,1/25/21,Utah,229007,25693
728,1/26/21,Utah,230418,25817
777,1/27/21,Utah,239807,30065
826,1/28/21,Utah,239807,30065
875,1/29/21,Utah,271127,40909
924,1/30/21,Utah,286501,45874
973,1/31/21,Utah,286501,45874
1022,2/1/21,Utah,323030,62607
1071,2/2/21,Utah,324636,63286
1120,2/3/21,Utah,324636,63286
1169,2/4/21,Utah,353469,74992
1218,2/5/21,Utah,376495,80826
1267,2/6/21,Utah,400285,88190
1316,2/7/21,Utah,400285,88190
1365,2/8/21,Utah,506629,104274
1414,2/9/21,Utah,510267,105704
1463,2/10/21,Utah,510267,105704
1512,2/11/21,Utah,510267,105704
1561,2/12/21,Utah,510267,105704
1610,2/13/21,Utah,510267,105704
1659,2/14/21,Utah,510267,105704
1708,2/15/21,Utah,,
1757,2/16/21,Utah,532635,118086
1806,2/17/21,Utah,532635,118086
1855,2/18/21,Utah,551742,126080
1904,2/19/21,Utah,584648,136006
1953,2/20/21,Utah,610074,146105
2002,2/21/21,Utah,610580,146286
2051,2/22/21,Utah,610874,146464
2100,2/23/21,Utah,611048,146600
2149,2/24/21,Utah,629173,155000
2198,2/25/21,Utah,662012,168507
2247,2/26/21,Utah,662575,168912
2296,2/27/21,Utah,687876,177284
2345,2/28/21,Utah,688505,177863
2394,3/1/21,Utah,688506,177939
2443,3/2/21,Utah,722301,191035
2492,3/3/21,Utah,745913,196772
2541,3/4/21,Utah,746392,197103
2590,3/5/21,Utah,796749,206656
2639,3/6/21,Utah,832435,212046
2688,3/7/21,Utah,833167,212699
2737,3/8/21,Utah,833714,216903
2786,3/9/21,Utah,880032,236663
2835,3/10/21,Utah,903099,243839
2884,3/11/21,Utah,903758,244148
2933,3/12/21,Utah,945378,254461
2982,3/13/21,Utah,977728,261200
3031,3/14/21,Utah,1007495,265873
3080,3/15/21,Utah,1008582,266179
3129,3/16/21,Utah,1030630,274333
3178,3/17/21,Utah,1052347,281144
3227,3/18/21,Utah,1069752,286393
3276,3/19/21,Utah,1070231,286744
3325,3/20/21,Utah,1070976,287217
3374,3/21/21,Utah,1137351,306280
3423,3/22/21,Utah,1137511,306453
3472,3/23/21,Utah,1155841,311028
3521,3/24/21,Utah,1178663,319752
3570,3/25/21,Utah,1213732,330233
3619,3/26/21,Utah,1214131,330542
3668,3/27/21,Utah,1275570,349599
3717,3/28/21,Utah,1276128,349967
3766,3/29/21,Utah,1276193,350096
3815,3/30/21,Utah,1327257,365762
3864,3/31/21,Utah,1327487,365896
43,1/12/21,Vermont,25757,
92,1/13/21,Vermont,29571,
141,1/14/21,Vermont,29571,
190,1/15/21,Vermont,32470,4100
239,1/16/21,Vermont,,
288,1/17/21,Vermont,,
337,1/18/21,Vermont,,
386,1/19/21,Vermont,40581,6114
435,1/20/21,Vermont,40814,6167
484,1/21/21,Vermont,42835,6545
533,1/22/21,Vermont,46447,7954
582,1/23/21,Vermont,49426,8877
631,1/24/21,Vermont,51872,9853
680,1/25/21,Vermont,53624,10195
729,1/26/21,Vermont,54416,10349
778,1/27/21,Vermont,55377,10806
827,1/28/21,Vermont,58871,12418
876,1/29/21,Vermont,61737,14168
925,1/30/21,Vermont,63777,15213
974,1/31/21,Vermont,67180,16491
1023,2/1/21,Vermont,72428,18338
1072,2/2/21,Vermont,74021,18903
1121,2/3/21,Vermont,74718,19237
1170,2/4/21,Vermont,77198,20843
1219,2/5/21,Vermont,80054,22483
1268,2/6/21,Vermont,82992,24212
