,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,Total_Test_Results,Case_Fatality_Ratio,Testing_Rate
294,Vermont,1/17/21,10057,163,6719,3175,1611.72713,805019,1.620761659,129011.7294
295,Virginia,1/17/21,439305,5729,35276,398300,5146.787208,4807396,1.304105348,56322.2459
296,Washington,1/17/21,289939,3903,,286036,3807.525595,4179833,1.346145224,54890.23943
297,West Virginia,1/17/21,108821,1776,80187,26858,6072.102344,1767500,1.632037934,98624.72219
298,Wisconsin,1/17/21,568166,5906,490043,72217,9758.22139,5798072,1.039484939,99581.58392
299,Wyoming,1/17/21,49363,522,46820,2021,8529.111426,549805,1.057472196,94997.22682
300,Alabama,1/18/21,424028,6121,221961,195946,8648.011446,2034195,1.443536748,41487.21698
301,Alaska,1/18/21,52113,229,7165,44699,7120.956332,1410760,0.439598411,192846.6465
302,Arizona,1/18/21,679282,11265,92463,575554,9332.441418,6069199,1.658368689,44312.82326
303,Arkansas,1/18/21,272263,4343,245096,22824,9021.891415,2282211,1.595148808,75624.89148
304,California,1/18/21,3043005,33961,,2986012,7642.592015,38655756,1.117506767,97832.39986
305,Colorado,1/18/21,376171,5386,19948,350837,6532.179978,5032041,1.431795646,87380.99819
306,Connecticut,1/18/21,230125,6670,9800,213655,6454.599588,5305328,2.898424769,148805.0752
307,Delaware,1/18/21,70910,1210,18851,51043,7282.051914,1126630,1.432802144,115698.4649
308,Florida,1/18/21,1579281,24274,,1555007,7353.10708,17728996,1.537028559,82545.92185
309,Georgia,1/18/21,820952,12360,,808592,7732.121062,5957306,1.505569144,56108.77517
310,Hawaii,1/18/21,25187,322,11958,12431,1745.214257,915086,1.299069203,64630.55982
311,Idaho,1/18/21,155554,1607,71374,82573,8704.439962,577938,1.033081759,32340.06597
312,Illinois,1/18/21,1072214,20118,,1052096,8461.404245,14826995,1.876304544,117007.6108
313,Indiana,1/18/21,592709,10670,379277,204092,8804.06594,6462786,1.575815451,95997.85747
314,Iowa,1/18/21,306083,4324,266453,35306,9701.306152,1218425,1.412688715,38618.00214
315,Kansas,1/18/21,261825,3511,5215,253099,8987.187787,1113766,1.340972023,38230.20794
316,Kentucky,1/18/21,328667,3167,40761,284739,7356.558996,3435510,0.963589286,76897.07819
317,Louisiana,1/18/21,369951,8253,298614,63084,7957.99943,4648497,2.230835976,99993.61125
318,Maine,1/18/21,33876,514,12039,21323,2520.138192,1239642,1.517298382,92220.72114
319,Maryland,1/18/21,328214,6596,9455,312163,5428.901298,6480786,2.009664426,107196.9737
320,Massachusetts,1/18/21,473441,13705,324203,135533,6868.927007,12398580,2.894764078,179885.0142
321,Michigan,1/18/21,585128,14686,442408,128034,5858.980458,8872768,2.509878181,88844.44826
322,Minnesota,1/18/21,447349,6007,429325,12017,7932.237423,5883217,1.34279947,104319.1648
323,Mississippi,1/18/21,253932,5524,207769,40639,8532.234105,1510047,2.175385536,50738.28629
324,Missouri,1/18/21,503740,6530,,444224,7343.369242,3947197,1.435563819,64313.53655
325,Montana,1/18/21,89576,1093,83527,4956,8381.16054,881412,1.220192909,82469.13765
326,Nebraska,1/18/21,182176,1842,126504,53830,9417.661631,1941744,1.011110135,100379.2375
327,Nevada,1/18/21,262794,3784,,259010,8531.840595,2339272,1.439911109,75946.54297
328,New Hampshire,1/18/21,58709,933,50487,5444,4182.065159,1152396,1.640756894,84753.01001
329,New Jersey,1/18/21,631074,20458,62937,547679,7104.936958,8691786,3.241775133,97856.33948
330,New Mexico,1/18/21,164263,2958,87502,73803,7833.876773,2163964,1.800770715,103201.7394
331,New York,1/18/21,1255971,41173,116502,1098296,6456.252405,29165703,3.278180786,149924.7516
332,North Carolina,1/18/21,674637,8083,521475,145079,6432.414157,8087429,1.198125807,77110.6429
333,North Dakota,1/18/21,95934,1406,93173,1355,12588.7395,1306720,1.465590927,171471.6125
334,Ohio,1/18/21,831066,15956,684072,136713,7109.75182,8515645,1.237085863,72851.16048
335,Oklahoma,1/18/21,357333,2994,314236,39586,9017.402453,2957816,0.839087933,74749.49905
336,Oregon,1/18/21,133851,1803,5870,126178,3173.526467,2919566,1.347020194,69221.14869
337,Pennsylvania,1/18/21,774566,19330,594320,160916,6050.356706,8536900,2.495591079,33225.78234
338,Rhode Island,1/18/21,104443,2187,6229,96209,9859.056544,2242295,1.9197074,211664.8621
339,South Carolina,1/18/21,391464,6248,176129,209087,7603.141289,3745465,1.596059919,72745.64095
340,South Dakota,1/18/21,105659,1667,99379,4613,11943.472,391864,1.577716995,44295.48561
341,Tennessee,1/18/21,687751,8430,614720,64601,10070.77869,6142748,1.225734314,89948.62336
342,Texas,1/18/21,2138190,32711,1697272,408207,7374.116344,15877679,1.529845336,54758.39482
343,Utah,1/18/21,324919,1500,266752,56667,10134.84893,2465673,0.46165352,76909.08615
344,Vermont,1/18/21,10220,163,6825,3232,1637.849385,809158,1.594911937,129675.0423
345,Virginia,1/18/21,446550,5739,35476,405335,5231.667811,4852729,1.285186429,56853.35596
346,Washington,1/18/21,289939,3903,,286036,3807.525595,4233758,1.346145224,55598.39121
347,West Virginia,1/18/21,109809,1784,81248,26777,6127.231751,1783280,1.624639146,99505.23032
348,Wisconsin,1/18/21,569335,5926,491962,71447,9778.298904,5813407,1.040863464,99844.96175
349,Wyoming,1/18/21,49708,522,46908,2278,8588.72173,549805,1.050132775,94997.22682
350,Alabama,1/19/21,426543,6126,221961,198456,8699.304636,2041107,1.436197523,41628.18658
351,Alaska,1/19/21,52243,230,7165,44827,7138.590244,1414531,0.440427406,193362.1308
352,Arizona,1/19/21,685699,11266,93289,581144,9420.602559,6101540,1.642994958,44480.0368
353,Arkansas,1/19/21,273594,4386,248238,20970,9065.996334,2288594,1.603105331,75836.40289
354,California,1/19/21,3078551,34656,,3021127,7733.222198,39024543,1.127155409,98765.74902
355,Colorado,1/19/21,377856,5388,20089,352379,6561.439872,5057763,1.425940041,87827.65871
356,Connecticut,1/19/21,232219,6682,9800,215737,6513.332587,5342387,2.877456194,149844.5146
357,Delaware,1/19/21,71311,1219,18851,51439,7323.232323,1134451,1.431756671,116501.6369
358,Florida,1/19/21,1589097,24436,,1564661,7398.810219,17821375,1.53772866,82976.037
359,Georgia,1/19/21,828581,12572,,816009,7803.974656,5988737,1.517292817,56404.80746
360,Hawaii,1/19/21,25195,324,,24446,1749.3813,918361,1.304049417,64861.86604
361,Idaho,1/19/21,156778,1637,71374,83767,8772.932154,577938,1.044151603,32340.06597
362,Illinois,1/19/21,1076532,20153,,1056379,8495.479853,14898528,1.872029814,117572.1153
363,Indiana,1/19/21,595436,10720,382304,203666,8844.572644,6498762,1.589759437,96532.24294
364,Iowa,1/19/21,307302,4332,268931,34039,9739.942378,1220451,1.409688189,38682.21624
365,Kansas,1/19/21,262003,3511,5215,253277,8993.297667,1113766,1.340060992,38230.20794
366,Kentucky,1/19/21,330906,3194,41009,286703,7406.674571,3440622,0.965228796,77011.50017
367,Louisiana,1/19/21,372089,8324,298614,65151,8003.989852,4673947,2.237099189,100541.0651
368,Maine,1/19/21,34262,519,12071,21672,2548.853901,1270873,1.514797735,94544.08977
369,Maryland,1/19/21,330186,6650,9456,314080,5461.519631,6510156,2.014016342,107682.7751
370,Massachusetts,1/19/21,476526,13749,324203,138574,6913.685783,12454145,2.885257048,180691.18
371,Michigan,1/19/21,586673,14702,442408,129563,5874.450791,8893037,2.505995674,89047.405
372,Minnesota,1/19/21,448268,6013,431096,11159,7948.532812,5895901,1.341385064,104544.0731
373,Mississippi,1/19/21,255125,5574,207769,41782,8572.319464,1511240,2.184811367,50778.37165
374,Missouri,1/19/21,506104,6543,,445508,7364.420405,3959087,1.433230233,64507.26591
375,Montana,1/19/21,89864,1093,83825,4946,8408.107203,883672,1.216282382,82680.5941
376,Nebraska,1/19/21,182176,1842,127221,53113,9417.661631,1944011,1.011110135,100496.4309
377,Nevada,1/19/21,263972,3792,,260180,8570.085411,2350428,1.436515994,76308.73241
378,New Hampshire,1/19/21,59228,938,51645,6126,4317.755758,1158106,1.597710743,85172.95219
379,New Jersey,1/19/21,635702,20512,63180,552010,7157.041225,8865291,3.2266691,99809.74287
380,New Mexico,1/19/21,164954,2975,88982,72997,7866.831296,2175023,1.803533106,103729.1548
381,New York,1/19/21,1268692,41368,117052,1110272,6521.644032,29342972,3.260681079,150835.9935
382,North Carolina,1/19/21,684497,8139,579573,96785,6526.425608,8186392,1.189048308,78054.21848
383,North Dakota,1/19/21,96071,1408,93451,1212,12606.71704,1307962,1.465582746,171634.5914
384,Ohio,1/19/21,836049,16056,694905,130821,7152.381278,8554113,1.234736242,73180.2534
385,Oklahoma,1/19/21,358909,3037,319201,36136,9056.776004,3000449,0.847438709,75826.91407
386,Oregon,1/19/21,134468,1808,,132048,3173.526467,2919566,1.347020194,69221.14869
387,Pennsylvania,1/19/21,781947,19423,598433,164091,6108.01181,8584679,2.483927939,33365.63561
388,Rhode Island,1/19/21,107066,2199,6445,98576,10106.65864,2298001,1.9100368,216923.3151
389,South Carolina,1/19/21,394318,6259,177738,210321,7658.572607,3772941,1.587297562,73279.28877
390,South Dakota,1/19/21,105786,1667,99887,4232,11957.82782,392325,1.575822888,44347.59608
391,Tennessee,1/19/21,690065,8471,624306,57288,10104.66273,6155742,1.227565519,90138.89527
392,Texas,1/19/21,2157459,33032,1711009,413418,7440.570611,15935036,1.531060382,54956.20568
393,Utah,1/19/21,326221,1507,269487,55227,10175.46081,2472897,0.461956772,77134.41661
394,Vermont,1/19/21,10321,163,6925,3233,1654.035568,813355,1.579304331,130347.6504
395,Virginia,1/19/21,451076,5798,35752,409526,5284.693292,4878157,1.28537098,57151.26403
396,Washington,1/19/21,291989,3940,,286036,3807.525595,4233758,1.346145224,55598.39121
397,West Virginia,1/19/21,110820,1815,82330,26675,6183.644534,1796329,1.637791012,100233.3514
398,Wisconsin,1/19/21,571268,5973,494029,71266,9811.498078,5832709,1.045568805,100176.4726
399,Wyoming,1/19/21,49922,550,47583,1789,8625.697397,563037,1.101718681,97283.49797
400,Alabama,1/20/21,429655,6283,233211,190161,8762.773585,2050637,1.46233606,41822.55004
401,Alaska,1/20/21,52413,253,7165,44975,7161.965429,1420122,0.482888936,194126.4037
402,Arizona,1/20/21,690544,11528,94237,584779,9487.166488,6145769,1.669408466,44723.19778
403,Arkansas,1/20/21,276114,4441,251252,20421,9149.500763,2302494,1.608393635,76297.00272
404,California,1/20/21,3097632,35277,,3039752,7781.926114,39288363,1.140232313,99433.44114
405,Colorado,1/20/21,379227,5422,20190,353615,6585.247179,5098541,1.429750519,88535.76549
406,Connecticut,1/20/21,234134,6726,9800,217608,6567.044953,5373402,2.872713916,150714.4306
407,Delaware,1/20/21,71775,1228,18851,51898,7370.882473,1142091,1.429467085,117286.2213
408,Florida,1/20/21,1601011,24578,,1576433,7454.281613,17910668,1.535154974,83391.78378
409,Georgia,1/20/21,836649,12778,,823871,7879.962963,6033197,1.527283245,56823.55314
410,Hawaii,1/20/21,25278,325,,24513,1754.183994,921908,1.304505375,65112.38304
411,Idaho,1/20/21,157588,1635,72711,83242,8818.25787,581299,1.037515547,32528.13972
412,Illinois,1/20/21,1081354,20285,,1061069,8533.532789,14984649,1.875888932,118251.7414
413,Indiana,1/20/21,598313,10786,385183,203601,8887.307439,6545320,1.592644653,97223.81283
414,Iowa,1/20/21,308787,4394,270625,33768,9787.00948,1222463,1.422987367,38745.98662
415,Kansas,1/20/21,265522,3565,5302,256655,9114.087942,1125705,1.342638275,38640.01615
416,Kentucky,1/20/21,334320,3243,41240,289837,7483.09019,3451200,0.970028715,77248.26772
417,Louisiana,1/20/21,374582,8383,320025,46174,8057.616664,4705481,2.237961247,101219.3915
418,Maine,1/20/21,34963,530,12102,22331,2601.003413,1280282,1.515888225,95244.05377
419,Maryland,1/20/21,332353,6689,9457,316207,5497.363407,6541052,2.012619113,108193.8177
420,Massachusetts,1/20/21,481040,13829,324203,143008,6979.177231,12536712,2.874812905,181889.1047
421,Michigan,1/20/21,589869,14770,442408,132691,5906.452851,8933096,2.503945791,89448.52219
422,Minnesota,1/20/21,449492,6047,432738,10707,7970.236356,5910354,1.345296468,104800.3487
423,Mississippi,1/20/21,256827,5638,207769,43420,8629.507461,1512942,2.195252057,50835.55964
424,Missouri,1/20/21,508632,6742,,447102,7393.60201,3972789,1.47098685,64730.51904
425,Montana,1/20/21,90255,1094,84255,4906,8444.69104,887884,1.212121212,83074.68904
426,Nebraska,1/20/21,184482,1862,127221,55399,9536.871229,1944011,1.009312562,100496.4309
427,Nevada,1/20/21,265143,3863,,261280,8608.102966,2362512,1.456949646,76701.05021
428,New Hampshire,1/20/21,59891,950,52251,6236,4371.296548,1169547,1.598331006,86014.381
429,New Jersey,1/20/21,641140,20664,63562,556914,7218.264865,8951817,3.223009015,100783.8945
430,New Mexico,1/20/21,165835,3009,89756,73070,7908.847121,2185009,1.814454126,104205.3978
431,New York,1/20/21,1279811,41587,117882,1120342,6578.800663,29538381,3.249464179,151840.4831
432,North Carolina,1/20/21,690912,8200,579573,103139,6587.59026,8239713,1.186837108,78562.61449
433,North Dakota,1/20/21,96222,1409,93658,1155,12626.5317,1311137,1.464322089,172051.2242
434,Ohio,1/20/21,842433,16153,704045,127979,7206.996261,8576460,1.235587875,73371.4315
435,Oklahoma,1/20/21,360913,3085,323240,34035,9106.965909,3013962,0.856088356,76168.41266
436,Oregon,1/20/21,135142,1832,,133310,3204.135298,2987263,1.355611135,70826.20372
437,Pennsylvania,1/20/21,787584,19811,610872,156901,6152.04403,8638607,2.515414229,33512.46435
438,Rhode Island,1/20/21,107876,2223,6495,99323,10183.11982,2313909,1.907745931,218424.9751
439,South Carolina,1/20/21,399843,6328,179632,213883,7765.880956,3823586,1.582621179,74262.93245
440,South Dakota,1/20/21,106063,1667,100293,4103,11989.13932,393343,1.571707381,44462.66867
441,Tennessee,1/20/21,694291,8556,633428,52307,10166.5443,6179461,1.232336297,90486.214
442,Texas,1/20/21,2185554,33491,1739136,412927,7537.463683,16076028,1.532380348,55442.45405
443,Utah,1/20/21,328380,1517,272113,54750,10242.80418,2485476,0.461964797,77526.77983
444,Vermont,1/20/21,10471,165,7020,3286,1678.074453,818476,1.575780728,131168.3379
445,Virginia,1/20/21,455591,5861,36103,413627,5337.589899,4899081,1.286460883,57396.40437
446,Washington,1/20/21,294017,3940,,290077,3861.078547,4265548,1.340058568,56015.8626
447,West Virginia,1/20/21,111677,1836,83624,26217,6231.464272,1806753,1.644026971,100815.0001
448,Wisconsin,1/20/21,573119,6035,496297,70787,9843.288906,5861531,1.053009933,100671.4889
449,Wyoming,1/20/21,50124,550,47693,1881,8660.599662,567450,1.097278749,98045.99151
450,Alabama,1/21/21,432536,6379,233211,192946,8821.531311,2058224,1.474790538,41977.28619
451,Alaska,1/21/21,52627,254,,52351,7190.945191,1430967,0.482843836,195608.8826
452,Arizona,1/21/21,699942,11772,95230,592940,9616.28265,6215572,1.681853639,45163.17917
453,Arkansas,1/21/21,279220,4496,254076,20648,9252.423285,2315535,1.610199842,76729.13814
454,California,1/21/21,3122705,36036,,3060265,7835.079287,39512756,1.148292501,100001.3489
455,Colorado,1/21/21,381210,5440,20291,355479,6619.681819,5140301,1.427034968,89260.92462
456,Connecticut,1/21/21,235796,6774,9800,219222,6613.661116,5412500,2.87282227,151811.0604
457,Delaware,1/21/21,72523,1241,,71496,7447.697799,1148366,1.416102478,117930.628
458,Florida,1/21/21,1613884,24739,,1589145,7514.218095,18042225,1.532885883,84004.31107
459,Georgia,1/21/21,844799,12889,,831910,7956.723585,6072614,1.525688359,57194.80141
460,Hawaii,1/21/21,25441,328,,24622,1762.094314,926411,1.310673774,65430.42026
461,Idaho,1/21/21,158200,1654,73517,83029,8852.503966,583441,1.04551201,32648.00105
462,Illinois,1/21/21,1086333,20423,,1065910,8572.824695,15083685,1.87999444,119033.2865
463,Indiana,1/21/21,601937,10837,387324,205020,8941.13813,6600039,1.593688376,98036.60576
464,Iowa,1/21/21,310440,4445,272004,33991,9839.401345,1226351,1.431838681,38869.21685
465,Kansas,1/21/21,265709,3565,5302,256842,9120.506749,1125705,1.341693356,38640.01615
466,Kentucky,1/21/21,338033,3301,41469,293263,7566.198332,3461098,0.976531877,77469.81482
467,Louisiana,1/21/21,378318,8442,320025,49851,8137.981593,4748890,2.231456077,102153.1606
468,Maine,1/21/21,35638,536,12128,22974,2651.218707,1298390,1.504012571,96591.1627
469,Maryland,1/21/21,334519,6735,9459,318325,5533.190642,6578575,2.013338555,108814.4758
470,Massachusetts,1/21/21,486180,13906,324203,148071,7053.75101,12648438,2.860257518,183510.0833
471,Michigan,1/21/21,592382,14933,442408,135041,5931.615923,8988528,2.520839593,90003.57169
472,Minnesota,1/21/21,450762,6079,433722,10961,7992.755556,5945782,1.348605251,105428.5457
473,Mississippi,1/21/21,259117,5668,207769,45680,8706.452533,1515232,2.187428845,50912.50472
474,Missouri,1/21/21,511631,6778,,449179,7428.013819,3993440,1.471849507,65066.99549
475,Montana,1/21/21,90649,1100,84708,4841,8481.555571,892770,1.213471743,83531.84665
476,Nebraska,1/21/21,185346,1868,129608,53870,9581.536057,1966167,1.007844788,101641.7943
477,Nevada,1/21/21,266343,3910,,262433,8647.062032,2381783,1.468031824,77326.70034
478,New Hampshire,1/21/21,60588,962,53128,6204,4434.324647,1179465,1.595515308,86743.8007
479,New Jersey,1/21/21,646189,20760,64006,561423,7275.108954,8956866,3.212682358,100840.7386
480,New Mexico,1/21/21,166823,3044,91096,72683,7955.965889,2198850,1.824688442,104865.4897
481,New York,1/21/21,1293719,41787,118889,1133043,6650.294,29762950,3.229990438,152994.8681
482,North Carolina,1/21/21,698099,8339,579573,110187,6656.115645,8310231,1.194529716,79234.97752
483,North Dakota,1/21/21,96369,1422,93801,1146,12645.82147,1315777,1.475578246,172660.0985
484,Ohio,1/21/21,849704,16250,712864,126322,7269.199511,8622872,1.237842825,73768.48517
485,Oklahoma,1/21/21,363614,3140,327135,32771,9174.846113,3016648,0.864904172,76236.29286
486,Oregon,1/21/21,135973,1843,,134130,3223.837807,3023332,1.355416149,71681.37795
487,Pennsylvania,1/21/21,793138,20063,615290,157785,6195.427914,8694264,2.529572407,33664.06579
488,Rhode Island,1/21/21,108786,2232,6553,100157,10269.02066,2340681,1.908333793,220952.1589
489,South Carolina,1/21/21,404492,6373,181322,216797,7856.175348,3862267,1.5755565,75014.20743
490,South Dakota,1/21/21,106400,1673,100638,4089,12027.23309,394515,1.572368421,44595.14909
491,Tennessee,1/21/21,697783,8684,639444,49655,10217.67786,6203166,1.244512979,90833.32772
492,Texas,1/21/21,2208871,33942,1763247,411682,7617.878553,16202370,1.536622102,55878.17801
493,Utah,1/21/21,330469,1547,276793,52129,10307.96411,2498162,0.468122577,77922.48058
494,Vermont,1/21/21,10580,168,7083,3329,1695.54271,822888,1.587901701,131875.4016
495,Virginia,1/21/21,459604,5940,36379,417285,5384.605201,4923610,1.29241695,57683.77998
496,Washington,1/21/21,296087,4065,,292022,3888.26212,4297306,1.372907287,56432.91377
497,West Virginia,1/21/21,112617,1849,85031,25737,6283.915326,1823504,1.641848034,101749.6891
498,Wisconsin,1/21/21,575688,6090,498368,71230,9887.411347,5897305,1.057864677,101285.9055
499,Wyoming,1/21/21,50424,550,47964,1910,8712.434709,573868,1.090750436,99154.91595
